Title,Writer,KeyWord,Abstract
Leveraging Modularity During Replication of High-Fidelity Models: Lessons from Replicating an Agent-Based Model for HIV Prevention,"Wouter Vermeer, Arthur Hjorth, Samuel M. Jenness, C Hendrick Brown and Uri Wilensky","Replication, Agent-Based Models, Modular, High-Fidelity, HIV","High-fidelity models are increasingly used to predict, and guide decision making. Prior work has emphasized the importance of replication in ensuring reliable modeling, and has yielded important replication strategies. However, this work is based on relatively simple theory generating models, and its lessons might not translate to high-fidelity models used for decision support. Using NetLogo we replicate a recently published high-fidelity model examining the effects of a HIV biomedical intervention. We use a modular approach to build our model from the ground up, and provide examples of the replication process investigating the replication of two sub-modules as well as the overall simulation experiment. For the first module, we achieved numerical identity during replication, whereas we obtained distributional equivalence in replicating the second module. We achieved relational equivalence among the overall model behaviors, with a 0.98 correlation across the two implementations for our outcome measure even without strictly following the original model in the formation of the sexual network. Our results show that replication of high-fidelity models is feasible when following a set of systematic strategies that leverage the modularity, and highlight the role of replication standards, modular testing, and functional code in facilitating such strategies."
Housing Market Agent-Based Simulation with Loan-To-Value and Debt-To-Income,Tae-Sub Yun and Il-Chul Moon,"Housing Market, Macro-Prudential Policy, Loan-To-Value, Debt-To-Income, Agent-Based Modeling, Policy Impact Analysis","This paper introduces an agent-based model of a housing market with macro-prudential policy experiments. Specifically, the simulation model is used to examine the effects of a policy setting on loan-to-value (LTV) and debt-to-income (DTI), which are policy instruments several governments use to regulate the housing market. The simulation model illustrates the interactions among the households, the house suppliers, and the real estate brokers. We model each household in the population as either seller or buyer, and some of households may behave as speculators in the housing market. To better understand the impact of the policies, we used the real-world observations from the Korean housing market, which include various economic conditions, policy variables, and Korean census data. Our baseline model is quantitatively validated to the price index and the transaction volume of the past Korean housing market. After validation, we show the empirical effectiveness of setting LTV and DTI towards house prices, transaction volumes, and the amount of households' mortgages. Furthermore, we investigate the simulation results for the owner-occupier rate of households. These investigations provide the policy analyses in Korea's housing market, and other governments with LTV and DTI regulations."
A Weighted Balance Model of Opinion Hyperpolarization,"Simon Schweighofer, Frank Schweitzer and David Garcia","Polarization, Balance Theory, Opinion Dynamics, Agent-Based Modeling","Polarization is threatening the stability of democratic societies. Until now, polarization research has focused on opinion extremeness, overlooking the correlation between different policy issues. In this paper, we explain the emergence of hyperpolarization, i.e., the combination of extremeness and correlation between issues, by developing a new theory of opinion formation called ""Weighted Balance Theory (WBT)"". WBT extends Heider's cognitive balance theory to encompass multiple weighted attitudes. We validated WBT on empirical data from the 2016 National Election Survey. Furthermore, we developed an opinion dynamics model based on WBT, which, for the first time, is able to generate hyperpolarization and to explain the link between affective and opinion polarization. Finally, our theory encompasses other phenomena of opinion dynamics, including mono-polarization and backfire effects."
Simulating Crowds in Real Time with Agent-Based Modelling and a Particle Filter,"Nick Malleson, Kevin Minors, Le-Minh Kieu, Jonathan A. Ward, Andrew West and Alison Heppenstall","Agent-Based Modelling, Particle Filter, Data Assimilation, Crowd Simulation, Pedestrian Modelling","Agent-based modelling is a valuable approach for modelling systems whose behaviour is driven by the interactions between distinct entities, such as crowds of people. However, it faces a fundamental difficulty: there are no established mechanisms for dynamically incorporating real-time data into models. This limits simulations that are inherently dynamic, such as those of pedestrian movements, to scenario testing on historic patterns rather than real-time simulation of the present. This paper demonstrates how a particle filter could be used to incorporate data into an agent-based model of pedestrian movements at run time. The experiments show that although it is possible to use a particle filter to perform online (real time) model optimisation, the number of individual particles required (and hence the computational complexity) increases exponentially with the number of agents. Furthermore, the paper assumes a one-to-one mapping between observations and individual agents, which would not be the case in reality. Therefore this paper lays some of the fundamental groundwork and highlights the key challenges that need to be addressed for the real-time simulation of crowd movements to become a reality. Such success could have implications for the management of complex environments both nationally and internationally such as transportation hubs, hospitals, shopping centres, etc."
Problem Solving: When Groups Perform Better Than Teammates,"Timoteo Carletti, Alessio Guarino, Andrea Guazzini and Federica Stefanelli","Collective Intelligence, Problem Solving, Emergent Behaviour","People tend to form groups when they have to solve difficult problems because  groups seem to have better problem-solving capabilities than individuals. Indeed, during their evolution, human beings learned that cooperation is frequently an optimal strategy to solve hard problems both quickly and accurately. The ability of a group to determine a solution to a given problem, once group members alone cannot, has been called ""Collective Intelligence"". Such emergent property of the group as a whole is the result of a complex interaction between many factors. Here, we propose a simple and analytically solvable model disentangling the direct link between collective intelligence and the average intelligence of group members. We found that there is a non-linear relation between the collective intelligence of a group and the average intelligence quotient of its members depending on task difficulty. We found three regimes as follows: for simple tasks, the level of collective intelligence of a group is a decreasing function of teammates' intelligence quotient; when tasks have intermediate difficulties, the relation between collective intelligence and intelligence quotient shows a non-monotone behaviour; for complex tasks, the level of collective intelligence of a group monotonically increases with teammates' intelligence quotient with phase transitions emerging when varying the latter's level. Although simple and abstract, our model paves the way for future experimental explorations of the link between task complexity, individual intelligence and group performance."
Reflexivity in a Diffusion of Innovations Model,Carlos Córdoba and César García-Díaz,"Reflexivity, Diffusion of Innovations, Second-Order Emergence, Global Network Externalities","Reflexive phenomena are usually understood in the social sciences as processes that affect themselves recursively. This stems from the mutual altering relationship between participants and the social process they belong to: participants can change the course of the process with their actions and a new state during the evolution of the process can lead to a change in its participants' behavior. This article proposes an agent-based model of diffusion of innovations in a social network to study reflexivity. In this model, agents decide to adopt a new product according to a utility function that depends on two kinds of social influences. First, there is a local influence exerted on an agent by her closest neighbors that have already adopted, and also by herself if she feels the product suits her personal needs. Second, there is a global influence which leads agents to adopt when they become aware of emerging trends happening in the system. For this, we endow agents with a reflexive capacity that allows them to recognize a trend, even if they can not perceive a significant change in their neighborhood. Results reveal the appearance of slowdown periods along the adoption rate curve, in contrast with the classic stylized bell-shaped behavior. Results also show that network structure plays an important role in the effect of reflexivity: while some structures (e.g., scale-free networks) may amplify it, others (e.g., small-world structure) weaken such an effect. The contribution of this work lies in the inclusion of evolving cognitive distinctions as agents decide product adoption in diffusion processes."
A Simulation Model of the Radicalisation Process Based on the IVEE Theoretical Framework,"Rosemary Pepys, Robert Bowles and Noémie Bouhana","Radicalisation, Social-Ecological Modelling, State-Transition Modelling, Model Development, Stylized Facts","This paper presents a simulation model describing the radicalisation process. The radicalisation process is a complex human socio-environmental process which has been of much academic interest for the past two decades. Despite this it is still poorly understood and is an extremely difficult area for social scientists to research. It is a subject which suffers from a lack of available data, making the construction of an effective simulation model particularly challenging. In order to construct the simulation in this paper we rely on a theoretical framework which was originally developed as a means of synthesising the academic literature on radicalisation. This theoretical framework has three levels: individual vulnerability to radicalisation, exposure to radicalising moral contexts, and the emergence of radicalising settings. We adapt this framework into a simulation model by first re-constructing it as an individual-level state-transition model. Next, appropriate data is sought to parameterise the model. A parallel is drawn between the process of radicalisation and the process by which people develop the propensity to participate in more general acts of criminality; this analogy enables considerably more data to be used in parameterisation. The model is then calibrated by considering the logical differences between crime and terrorism which might lead to differences in the radicalisation and criminality development processes. The model is validated against stylised facts, demonstrating that despite being highly theoretical the simulation is capable of producing a realistic output. Possible uses of the model to evaluate the effectiveness of counter-radicalisation measures are also considered."
An Agent-Based Approach to Integrated Assessment Modelling of Climate Change,"Marcin Czupryna, Christian Franzke, Sascha Hokamp and Jürgen Scheffran","Climate Change, Climate Protection, Integrated Assessment Model, Agent-Based Modelling","There is an ongoing discussion concerning the relationship between social welfare and climate change, and thus the required level and type of measures needed to protect the climate. Integrated assessment models (IAMs) have been extended to incorporate technological progress, heterogeneity and uncertainty, making use of a (stochastic) dynamic equilibrium approach in order to derive a solution. According to the literature, the IAM class of models does not take all the relationships among economic, social and environmental factors into account. Moreover, it does not consider these interdependencies at the micro-level, meaning that all possible consequences are not duly examined. Here, we propose an agent-based approach to analyse the relationship between economic welfare and climate protection. In particular, our aim is to analyse how the decisions of individual agents, allowing for the trade-off between economic welfare and climate protection, influence the aggregated emergent economic behaviour. Using this model, we estimate a damage function, with values in the order 3% - 4%for 2 C temperature increase and having a linear (or slightly concave) shape. We show that the heterogeneity of the agents, technological progress and the damage function may lead to lower GDP growth rates and greater temperature-related damage than what is forecast by models with solely homogeneous (representative) agents."
A Software Architecture for Mechanism-Based Social Systems Modelling in Agent-Based Simulation Models,"Tuong Manh Vu, Charlotte Probst, Alexandra Nielsen, Hao Bai, Petra S. Meier, Charlotte Buckley, Mark Strong, Alan Brennan and Robin C. Purshouse","Agent-Based Modelling, Social Simulation, Software Architecture, Analytical Sociology, Abductive Reasoning","This paper introduces the MBSSM (Mechanism-Based Social Systems Modelling) software architecture that is designed for expressing mechanisms of social theories with individual behaviour components in a unified way and implementing these mechanisms in an agent-based simulation model. The MBSSM architecture is based on a middle-range theory approach most recently expounded by analytical sociology and is designed in the object-oriented programming paradigm with Unified Modelling Language diagrams. This paper presents two worked examples of using the architecture for modelling individual behaviour mechanisms that give rise to the dynamics of population-level alcohol use: a single-theory model of norm theory and a multi-theory model that combines norm theory with role theory. The MBSSM architecture provides a computational environment within which theories based on social mechanisms can be represented, compared, and integrated. The architecture plays a fundamental enabling role within a wider simulation model-based framework of abductive reasoning in which families of theories are tested for their ability to explain concrete social phenomena."
Price Formation in Parallel Trading Systems: Evidence from the Fine Wine Market,"Marcin Czupryna, Michał Jakubczyk and Paweł Oleksy","Parallel Trading, Trading Systems, Price Formation, Wine Investment, Agent Based Modelling","What drives the prices of fine wines is not easy to discern, in view of a multitude of confounding factors characterising the transactions across several markets. At the same time, understanding the quantitative relationships and mechanisms that determine the price level is important for policy making (e.g. predicting the outcomes of regulations) and methodological purposes (which elements to consider in modelling these markets). We examine the price formation of fine wines simultaneously across three markets: an automated electronic exchange (Liv-ex), intermediated auctions, and over-the-counter (OTC). We use a unique dataset consisting of 99,769 price data points for Premier Cru Bordeaux fine wines and we examine the price determinants with Bayesian modelling. We ascertain the mean price ranking (OTC market being the most expensive and Liv-ex the least, differing by about 4.5% and -0.8% from the auctions). We also find a slight price decrease for larger transactions (approx.~0.3% reduction for a 10% volume increase) and some platykurtosis in price distribution (greatest in Liv-ex), and observe the most stochastic noise in auctions. In an agent-based simulation, we discover that it is necessary to include trading mechanisms, commissions, and OTC market heterogeneity to reproduce the observed characteristics. Our results indicate which elements should be included in future fine wine markets models."
Comparing Actual and Simulated HFT Traders' Behavior for Agent Design,"Masanori Hirano, Kiyoshi Izumi, Hiroyasu Matsushima and Hiroki Sakaji","Artificial Market, Multi-Agent Simulation, Data-Mining, High-Frequency Trade, Market-Making, Clustering","Recently financial markets have shown significant risks and levels of volatility. Understanding the sources of these risks require simulation models capable of representing adequately the real mechanisms of markets. In this paper, we compared data of the high-frequency-trader market-making (HFT-MM) strategy from both the real financial market and our simulation. Regarding the former, we extracted trader clusters and identified one cluster whose statistical indexes indicated HFT-MM features. We then analyzed the difference between these traders' orders and the market price. In our simulation, we built an artificial market model with a continuous double auction system, stylized trader agents, and HFT-MM trader agents based on prior research. As an experiment, we compared the distribution of the order placements of HFT-MM traders in the real and simulated financial data. We found that the order placement distribution near the market or best price in both the real data and the simulations were similar. However, the orders far from the market or best price differed significantly when the real data exhibited a wider range of orders. This indicates that in order to build more realistic simulation of financial markets, integrating fine-grained data is essential."
Impacts of Consensus Protocols and Trade Network Topologies on Blockchain System Performance,"Xianhua Wei, Aiya Li and Zhou He","Blockchain, Consensus Protocol, Trade Network Topology, Agent-Based Model","Blockchain can be viewed as a public ledger maintained collectively by a large number of participators based on consensus protocol. We are interested in how difference consensus protocols and trade network topologies affect the performance of a blockchain system, which has not been studied in the literature yet. In this paper, we proposed an agent-based model consisting of multiple trader and miner agents, and one system agent. We investigated three consensus protocols, namely proof-of-work (PoW), proof-of-stake (PoS), and delegated proof-of-stake (DPoS). We also examined three common trade network topologies: random, small-world, and scale-free. We find that both consensus protocol and trade network topology can impact the performance of blockchain system. PoS and DPoS are generally better than PoW in terms of increasing trade efficiency and equalizing wealth. Besides, scale-free trade network is not favorable because its trade efficiency is quite low, which moderates the price fluctuation and wealth inequality. Since connectivity inequality determines wealth inequality, it is crucial to increase the connectivity among participants when designing a sustainable blockchain system. We suggest that our findings could be useful to the designers, practitioner and researchers of blockchain system and token economy."
Grade Language Heterogeneity in Simulation Models of Peer Review,"Thomas Feliciani, Ramanathan Moorthy, Pablo Lucas and Kalpana Shankar","Peer Review, Grade Language, Agent-Based Modeling","Simulation models have proven to be valuable tools for studying peer review processes. However, the effects of some of these models’ assumptions have not been tested, nor have these models been examined in comparative contexts. In this paper, we address two of these assumptions which go in tandem: (1) on the granularity of the evaluation scale, and (2) on the homogeneity of the grade language (i.e. whether reviewers interpret evaluation grades in the same fashion). We test the consequences of these assumptions by extending a well-known agent-based model of author and reviewer behaviour with discrete evaluation scales and reviewers’ interpretation of the grade language. In this way, we compare a peer review model with a homogeneous grade language, as assumed in most models of peer review, with a more psychologically realistic model where reviewers interpret the grades of the evaluation scale heterogeneously. We find that grade language heterogeneity can indeed affect the predictions of a model of peer review."
Computational Models That Matter During a Global Pandemic Outbreak: A Call to Action,"Flaminio Squazzoni, J. Gareth Polhill, Bruce Edmonds, Petra Ahrweiler, Patrycja Antosz, Geeske Scholz, Émile Chappin, Melania Borit, Harko Verhagen, Francesca Giardini and Nigel Gilbert","COVID-19, Pandemic Disease, Agent-Based Models, Modelling, Policy, Data","The COVID-19 pandemic is causing a dramatic loss of lives worldwide, challenging the sustainability of our health care systems, threatening economic meltdown, and putting pressure on the mental health of individuals (due to social distancing and lock-down measures). The pandemic is also posing severe challenges to the scientific community, with scholars under pressure to respond to policymakers’ demands for advice despite the absence of adequate, trusted data. Understanding the pandemic requires fine-grained data representing specific local conditions and the social reactions of individuals. While experts have built simulation models to estimate disease trajectories that may be enough to guide decision-makers to formulate policy measures to limit the epidemic, they do not cover the full behavioural and social complexity of societies under pandemic crisis. Modelling that has such a large potential impact upon people’s lives is a great responsibility. This paper calls on the scientific community to improve the transparency, access, and rigour of their models. It also calls on stakeholders to improve the rapidity with which data from trusted sources are released to the community (in a fully responsible manner).  Responding to the pandemic is a stress test of our collaborative capacity and the social/economic value of research."
"The ODD Protocol for Describing Agent-Based and Other Simulation Models: A Second Update to Improve Clarity, Replication, and Structural Realism","Volker Grimm, Steven F. Railsback, Christian E. Vincenot, Uta Berger, Cara Gallagher, Donald L. DeAngelis, Bruce Edmonds, Jiaqi Ge, Jarl Giske, Jürgen Groeneveld, Alice S.A. Johnston, Alexander Milles, Jacob Nabe-Nielsen, J. Gareth Polhill, Viktoriia Radchuk, Marie-Sophie Rohwäder, Richard A. Stillman, Jan C. Thiele and Daniel Ayllón","Agent-Based Model, Individual-Based Model, Best Practice, Simulation Model, Standardization, Documentation","The Overview, Design concepts and Details (ODD) protocol for describing Individual- and Agent-Based Models (ABMs) is now widely accepted and used to document such models in journal articles. As a standardized document for providing a consistent, logical and readable account of the structure and dynamics of ABMs, some research groups also find it useful as a workflow for model design. Even so, there are still limitations to ODD that obstruct its more widespread adoption. Such limitations are discussed and addressed in this paper: the limited availability of guidance on how to use ODD; the length of ODD documents; limitations of ODD for highly complex models; lack of sufficient details of many ODDs to enable reimplementation without access to the model code; and the lack of provision for sections in the document structure covering model design rationale, the model’s underlying narrative, and the means by which the model’s fitness for purpose is evaluated. We document the steps we have taken to provide better guidance on: structuring complex ODDs and an ODD summary for inclusion in a journal article (with full details in supplementary material; Table 1); using ODD to point readers to relevant sections of the model code; update the document structure to include sections on model rationale and evaluation. We also further advocate the need for standard descriptions of simulation experiments and argue that ODD can in principle be used for any type of simulation model. Thereby ODD would provide a lingua franca for simulation modelling."
A Dynamic Computational Model of Social Stigma,Myong-Hun Chang and Joseph Harrington,"Stigma, Diffusion, Conformity, Compassion, Social Network","The dynamics of social stigma are explored in the context of diffusion models. Our focus is on exploring the dynamic process through which the behavior of individuals and the interpersonal relationships among them influence the macro-social attitude towards the stigma. We find that a norm of tolerance is best promoted when the population comprises both those whose conduct is driven by compassion for the stigmatized and those whose focus is on conforming with others in their social networks. A second finding is that less insular social networks encourage de-stigmatization when most people are compassionate, but it is instead more insularity that promotes tolerance when society is dominated by conformity."
Homophily as a Process Generating Social Networks: Insights from Social Distance Attachment Model,Szymon Talaga and Andrzej Nowak,"Social Networks, Homophily, Social Distance Attachment, Configuration Model","Real-world social networks often exhibit high levels of clustering, positive degree assortativity, short average path lengths (small-world property) and right-skewed but rarely power law degree distributions. On the other hand homophily, defined as the propensity of similar agents to connect to each other, is one of the most fundamental social processes observed in many human and animal societies. In this paper we examine the extent to which homophily is sufficient to produce the typical structural properties of social networks. To do so, we conduct a simulation study based on the Social Distance Attachment (SDA) model, a particular kind of Random Geometric Graph (RGG), in which nodes are embedded in a social space and connection probabilities depend functionally on distances between nodes. We derive the form of the model from first principles based on existing analytical results and argue that the mathematical construction of RGGs corresponds directly to the homophily principle, so they provide a good model for it. We find that homophily, especially when combined with a random edge rewiring, is sufficient to reproduce many of the characteristic features of social networks. Additionally, we devise a hybrid model combining SDA with the configuration model that allows generating homophilic networks with arbitrary degree sequences and we use it to study interactions of homophily with processes imposing constraints on degree distributions. We show that the effects of homophily on clustering are robust with respect to distribution constraints, while degree assortativity can be highly dependent on the particular kind of enforced degree sequence."
"Emergence of Small-World Networks in an Overlapping-Generations Model of Social Dynamics, Trust and Economic Performance","Katarzyna Growiec, Jakub Growiec and Bogumił Kamiński","Social Network Structure, Social Network Dynamics, Trust, Willingness to Cooperate, Economic Performance, Agent-Based Model","We study the impact of endogenous creation and destruction of social ties in an artificial society on aggregate outcomes such as generalized trust, willingness to cooperate, social utility and economic performance. To this end we put forward a computational multi-agent model where agents of overlapping generations interact in a dynamically evolving social network. In the model, four distinct dimensions of individuals’ social capital: degree, centrality, heterophilous and homophilous interactions, determine their generalized trust and willingness to cooperate, altogether helping them achieve certain levels of social utility (i.e., utility from social contacts) and economic performance. We find that the stationary state of the simulated social network exhibits realistic small-world topology. We also observe that societies whose social networks are relatively frequently reconfigured, display relatively higher generalized trust, willingness to cooperate, and economic performance – at the cost of lower social utility. Similar outcomes are found for societies where social tie dissolution is relatively weakly linked to family closeness."
"Metamodels for Evaluating, Calibrating and Applying Agent-Based Models: A Review","Bruno Pietzsch, Sebastian Fiedler, Kai G. Mertens, Markus Richter, Cédric Scherer, Kirana Widyastuti, Marie-Christin Wimmler, Liubov Zakharova and Uta Berger","Individual-Based Model, Surrogate Model, Emulator, Calibration, Sensitivity Analysis, Review","The recent advancement of agent-based modeling is characterized by higher demands on the parameterization, evaluation and documentation of these computationally expensive models. Accordingly, there is also a growing request for ""easy to go"" applications just mimicking the input-output behavior of such models. Metamodels are being increasingly used for these tasks. In this paper, we provide an overview of common metamodel types and the purposes of their usage in an agent-based modeling context. To guide modelers in the selection and application of metamodels for their own needs, we further assessed their implementation effort and performance. We performed a literature research in January 2019 using four different databases. Five different terms paraphrasing metamodels (approximation, emulator, meta-model, metamodel and surrogate) were used to capture the whole range of relevant literature in all disciplines. All metamodel applications found were then categorized into specific metamodel types and rated by different junior and senior researches from varying disciplines (including forest sciences, landscape ecology, or economics) regarding the implementation effort and performance. Specifically, we captured the metamodel performance according to (i) the consideration of uncertainties, (ii) the suitability assessment provided by the authors for the particular purpose, and (iii) the number of valuation criteria provided for suitability assessment. We selected 40 distinct metamodel applications from studies published in peer-reviewed journals from 2005 to 2019. These were used for the sensitivity analysis, calibration and upscaling of agent-based models, as well to mimic their prediction for different scenarios. This review provides information about the most applicable metamodel types for each purpose and forms a first guidance for the implementation and validation of metamodels for agent-based models."
Phase Transition in the Social Impact Model of Opinion Formation in Scale-Free Networks: The Social Power Effect,Alireza Mansouri and Fattaneh Taghiyareh,"Opinion Formation, Noise, Agent-Based Modeling, Social Impact Model, Phase Transition","Human interactions and opinion exchanges lead to social opinion dynamics, which is well described by opinion formation models. In these models, a random parameter is usually considered as the system noise, indicating the individual's inexplicable opinion changes. This noise could be an indicator of any other influential factors, such as public media, affects, and emotions. We study phase transitions, changes from one social phase to another, for various noise levels in a discrete opinion formation model based on the social impact theory with a scale-free random network as its interaction network topology. We also generate another similar model using the concept of social power based on the agents' node degrees in the interaction network as an estimation for their persuasiveness and supportiveness strengths and compare both models from phase transition viewpoint. We show by agent-based simulation and analytical considerations how opinion phases, including majority and non-majority, are formed in terms of the initial population of agents in opinion groups and noise levels. Two factors affect the system phase in equilibrium when the noise level increases: breaking up more segregated groups and dominance of stochastic behavior of the agents on their deterministic behavior. In the high enough noise levels, the system reaches a non-majority phase in equilibrium, regardless of the initial combination of opinion groups. In relatively low noise levels, the original model and the model whose agents' strengths are proportional to their centrality have different behaviors. The presence of a few high-connected influential leaders in the latter model consequences a different behavior in reaching equilibrium phase and different thresholds of noise levels for phase transitions."
Do Farm Characteristics or Social Dynamics Explain the Conversion to Organic Farming by Dairy Farmers? An Agent-Based Model of Dairy Farming in 27 French Cantons,"Qing Xu, Sylvie Huet, Eric Perret and Guillaume Deffuant","Organic Farming, Adaptation, Theory of Reasoned Action, Agent-Based Model, Social Influence, Credibility","The drivers of conversion to organic farming, which is still a residual choice in agriculture, are poorly understood. Many scholars argue that farm characteristics can determine this choice but do not exclude the role of social dynamics. To study this issue, we developed an agent-based model in which agents' decisions to shift to organic farming are based on a comparison between satisfaction with the current situation and potential satisfaction with an alternative farming strategy. A farmer agent’s satisfaction is modelled using the Theory of Reasoned Action. This makes it necessary to compare an agent's productions over time with those of other agents to whom the former attributes considerable credibility (“important others”). Moreover, farmers make technical changes that affect their productions by imitating other credible farmers. While we first used this model to examine simple and abstract farm populations, here we also adapted it for use with data from an Agricultural Census concerning the farm characteristics of dairy farming in 27 French “cantons”. Based on domain expertise, data and previous research, we propose certain laws for modelling the impact of conversion on the farm production of milk and the  environment. The simulations with “real” populations of farms confirm the important impact of farm characteristics. However, our results also suggest a complex impact of social dynamics that can favour or impede the diffusion of organic farming through dynamic implicit networks of similarity and credibility. We confirm the great importance of demographic changes in farm characteristics."
Tension Between Stability and Representativeness in a Democratic Setting,"Victorien Barbet, Juliette Rouchier, Noé Guiraud and Vincent Laperrière","Agent-Based Model, Communication, Opinion Dynamics, Democracy, Non-Profit Organization, Short Food Chain","We present a model showing the evolution of an organization of agents who discuss democratically about good practices. This model feeds on a field study we did for about twelve years in France where we followed NPOs, called AMAP, and observed their construction through time at the regional and national level. Most of the hypothesis we make are here either based on the literature on opinion diffusion or on the results of our field study. By defining dynamics where agents influence each other, make collective decision at the group level, and decide to stay in or leave their respective groups, we analyse the effect of different forms of vertical communication that is meant to spread good practices within the organization. Our main indicators of the good functioning of the democratic dynamics are stability and representativeness. We show that if communication about norms is well designed, it has a positive impact on both stability and representativeness. Interestingly the effect of communication increases with the number of dimensions discussed in the groups. Communication about norms is thus a valuable tool to use in groups that wish to improve their democratic practices without jeopardizing stability."
Estimating Spatio-Temporal Risks from Volcanic Eruptions Using an Agent-Based Model,"J Jumadi, Nick Malleson, Steve Carver and Duncan Quincey","ABM, Volcanic Crisis, Risk Estimation, Spatio-Temporal Modeling, MCE, Merapi","Managing disasters caused by natural events, especially volcanic crises, requires a range of approaches, including risk modelling and analysis. Risk modelling is commonly conducted at the community/regional scale using GIS. However, people and objects move in response to a crisis, so static approaches cannot capture the dynamics of the risk properly, as they do not accommodate objects’ movements within time and space. The emergence of Agent-Based Modelling makes it possible to model the risk at an individual level as it evolves over space and time. We propose a new approach of Spatio-Temporal Dynamics Model of Risk (STDMR) by integrating multi-criteria evaluation (MCE) within a georeferenced agent-based model, using Mt. Merapi, Indonesia, as a case study. The model makes it possible to simulate the spatio-temporal dynamics of those at risk during a volcanic crisis. Importantly, individual vulnerability is heterogeneous and depends on the characteristics of the individuals concerned. The risk for the individuals is dynamic and changes along with the hazard and their location. The model is able to highlight a small number of high-risk spatio-temporal positions where, due to the behaviour of individuals who are evacuating the volcano and the dynamics of the hazard itself, the overall risk in those times and places is extremely high. These outcomes are extremely relevant for the stakeholders, and the work of coupling an ABM, MCE, and dynamic volcanic hazard is both novel and contextually relevant."
Catch Me if You Can:  Using a Threshold Model to Simulate Support for Presidential Candidates in the Invisible Primary,"Elizabeth A. Stiles, Colin D. Swearingen, Linda Seiter and Brendan Foreman","Social Network Analysis, Threshold Model, Invisible Primary, Campaigns, Elections, Presidency","The invisible primary is an important time in United States Presidential primary politics as candidates gain momentum for their campaigns before they compete formally in the first state caucus (Iowa) and primaries (e.g. New Hampshire). However, this critical period has not been possible to observe, hence the name.  By simulating networks of primary followers, we can explicate hypotheses for how messages travel through networks to affect voter preferences. To do so, we use a threshold model to drive our simulated network analysis testing spread of public support for candidates in invisible primaries. We assign voter thresholds for candidates and vary number of voters, attachment to candidates and decay. We also vary social graph structure and model. Results of the algorithm show effects of size of lead, an unwavering base of support, and information loss."
Calibrating Agent-Based Models with Linear Regressions,"Ernesto Carrella, Richard Bailey and Jens Madsen","Agent-Based Models, Indirect Inference, Estimation, Calibration, Simulated Minimum Distance, Approximate Bayesian Computation","In this paper, we introduce a simple way to parametrize simulation models by using regularized linear regression. Regressions bypass the three major challenges of calibrating by minimization: selecting the summary statistics, defining the distance function and minimizing it numerically. By substituting regression with classification, we can extend this approach to model selection. We present five example estimations: a statistical fit, a biological individual-based model, a simple real business cycle model, a non-linear biological simulation and heuristics selection in a fishery agent-based model. The outcome is a method that automatically chooses summary statistics, weighs them and uses them to parametrize models without running any direct minimization."
LevelSpace: A NetLogo Extension for Multi-Level Agent-Based Modeling,"Arthur Hjorth, Bryan Head, Corey Brady and Uri Wilensky","Multi-Level, Agent-Based Modeling, Modeling Tools, Netlogo","Multi-Level Agent-Based Modeling (ML-ABM) has been receiving increasing attention in recent years. In this paper we present LevelSpace, an extension that allows modelers to easily build ML-ABMs in the popular and widely used NetLogo language. We present the LevelSpace framework and its associated programming primitives. Based on three common use-cases of ML-ABM – coupling of heterogenous models, dynamic adaptation of detail, and cross-level interaction - we show how easy it is to build ML-ABMs with LevelSpace. We argue that it is important to have a unified conceptual language for describing LevelSpace models, and present six dimensions along which models can differ, and discuss how these can be combined into a variety of ML-ABM types in LevelSpace. Finally, we argue that future work should explore the relationships between these six dimensions, and how different configurations of them might be more or less appropriate for particular modeling tasks."
An Agent-Based Model of Firm Size Distribution and Collaborative Innovation,Inyoung Hwang,"Agent-Based Modelling, Prisoner’s Dilemma, Pavlovian Cooperation, Collaborative Innovation, Firm Size Distribution, ICT Industry","ICT-based Collaborative innovation has a significant impact on the economy by facilitating technological convergence and promoting innovation in other industries. However, research on innovation suggests that polarization in firm size distribution, which has grown since the early 2000s, can interfere with collaborative innovation among firms. In this paper, I modelled firms’ decision-making processes that led to collaborative innovation as a spatial N-person iterated Prisoner’s dilemma (NIPD) game using collaborative innovation data from Korean ICT firms. Using an agent-based model, I experimented with the effects of firm size heterogeneity on collaborative innovation. The simulation experiment results reveal that collaborative innovation in the industry increases as the size heterogeneity decreases. Findings suggest that policies promoting collaborative innovation should focus on mitigating structural inequalities in the industry."
