Title,Description,URL
Lifestyle Tradeoffs and the Decline of Societal Well-Being: An Agent-Based Model,"This paper presents a semi-quantitative mathematical model of the changes over time in the statistical distribution of well-being of individuals in a society. The model predicts that when individuals overvalue the more socially conspicuous aspects of well-being in their lifestyle choices, then the average well-being of the overall population may experience continuous decline. In addition to tradeoff cost and overvaluation, we identify statistical variation in individuals’ well-being and turnover within the population as key factors driving negative trends. We investigate the influence of the effects of heterogeneity in the population, as well as economic and/or technological progress. Well Being, Conspicuous Consumption, Overvaluation, Tradeoffs, Satisfaction, Social Capital Lifestyle Tradeoffs and the Decline of Societal Well-Being: An Agent-Based Model",https://www.jasss.org/19/2/5.html
Modeling Interaction Effects in Polarization: Individual Media Influence and the Impact of Town Meetings,"We are increasingly exposed to polarized media sources, with clear evidence that individuals choose those sources closest to their existing views.  We also have a tradition of open face-to-face group discussion in town meetings, for example.  There are a range of current proposals to revive the role of group meetings in democratic decision-making. Here, we build a simulation that instantiates aspects of reinforcement theory in a model of competing social influences.  What can we expect in the interaction of polarized media with group interaction along the lines of town meetings?  Some surprises are evident from a computational model that includes both.  Deliberative group discussion can be expected to produce opinion convergence.  That convergence may not, however, be a cure for extreme views polarized at opposite ends of the opinion spectrum.  In a large class of cases, we show that adding the influence of group meetings in an environment of self-selected media produces not a moderate central consensus but opinion convergence at one of the extremes defined by polarized media. Polarization, Media, Opinion, Social Networks, Town Meetings, Reinforcement Modeling Interaction Effects in Polarization: Individual Media Influence and the Impact of Town Meetings",https://www.jasss.org/19/2/1.html
An Empirical Game-Theoretic Analysis of the Dynamics of Cooperation in Small Groups,"Many models of the evolution of cooperation have shown the importance of direct reciprocity (for example “tit for tat” strategies) or alternatively indirect reciprocity (conspicuous altruism based on a reputation or “image score”). In the latter case many models make the implicit assumption that group sizes are large relative to the expected number of interactions, which makes their analysis more tractable in several ways, not least by allowing us to ignore any strategic interaction between the direct and indirect classes of reciprocation strategy. However, in smaller groups the possibility arises that both classes of strategy will play a role in determining the equilibrium behaviour. Therefore we introduce a replicator dynamics model which incorporates both direct and indirect reciprocity, and use simulation and numerical methods to quantitatively assess how the level of cooperation in equilibrium is affected by changes in the group size and the frequency with which other group members are encountered. Our analysis shows that, for intermediate group sizes, direct reciprocity persists in equilibrium alongside indirect reciprocity. In contrast to previous simulation studies, we provide a sound game-theoretic underpinning to our analysis, and examine the precise conditions which give rise to a mix of both forms of reciprocity. Evolution, Cooperation, Reciprocity An Empirical Game-Theoretic Analysis of the Dynamics of Cooperation in Small Groups",https://www.jasss.org/19/2/4.html
The Blessing of Sexuality: Evolution of Altruism with Mating Preference,"Current simulation practices in artificial societies typically ignore the contribution of sexuality as a driving force for the evolution of prosocial behaviours. As recent researches in biology and genetics argued, sexual attractiveness, via the method of sexual selection, can explain many aspects of the second-order social dilemma. The basic hypothesis is that altruism is a sexually attractive virtue. To introduce the hypothesis into the analysis of human altruism, we employ the concepts of altruistic punishment and the behaviour-based sexual attractiveness to develop a gender-based evolutionary model where mating preference acts as the compensation to the male punishers from females in the given public goods game. In the model, the force of sexual selection is expressed as the effect of mating preference on altruism. The computer simulation indicates that social cohesion can be achieved by the existence of sexuality in an artificial society where the co-evolution of mating preference, altruistic punishment and cooperation exist. We then extend the model in two ways: (1) we employ the variable size population assumption to test the invasion capacity of cooperators, and (2) individual variation in altruistic investment is introduced to replace the average population payoff function in the baseline model. The variable size population and individual variation in investment are found to have amplifying effects on the evolution of altruism from different perspectives. Finally, we discuss the definition of altruism in dynamic evolutionary games, as well as the gender differences in the formation of altruism in primitive tribes. Altruistic Punishment, Mating Preference, Sexual Attractiveness, Social Dilemma The Blessing of Sexuality: Evolution of Altruism with Mating Preference",https://www.jasss.org/19/2/2.html
Bounded Confidence Model with Fixed Uncertainties and Extremists: The Opinions Can Keep Fluctuating Indefinitely,"The bounded confidence model and its variants applied to moderate and extremist agents exhibit three types of attractors: central clusters, double extreme and single extreme clusters. These attractors are observed when the models include a dynamics on the uncertainties tending to decrease the moderate uncertainties when interacting with extremists. We show here that a new stationary state appears when the uncertainties are fixed, for large uncertainties of the moderates. In this stationary state, the opinions of moderate agents keep fluctuating without clustering, altogether forming a stable density which shape changes significantly when the parameters vary. Bounded Confidence Model, Opinion Dynamics, Noise, Fluctuations, Extremists Bounded Confidence Model with Fixed Uncertainties and Extremists: The Opinions Can Keep Fluctuating Indefinitely",https://www.jasss.org/19/1/6.html
Review of Social Phenomena: From Data Analysis to Models (Computational Social Sciences),"Review of:Gonçalves, Bruno and Perra, Nicola (eds.) (2015) Social Phenomena: From Data Analysis to Models (Computational Social Sciences). Springer-Verlag: Berlin Book Review Review of Social Phenomena: From Data Analysis to Models (Computational Social Sciences)",http://jasss.soc.surrey.ac.uk/19/2/reviews/2.html
Review of Chaos Theory in Politics (Understanding Complex Systems),"Review of:Banerjee, Santo, Ercetin, Sefika Sule and Tekin, Ali (eds.) (2014) Chaos Theory in Politics (Understanding Complex Systems). Springer-Verlag: Berlin Book Review Review of Chaos Theory in Politics (Understanding Complex Systems)",http://jasss.soc.surrey.ac.uk/19/2/reviews/1.html
Agent-Based Simulation Models of the College Sorting Process,"We explore how dynamic processes related to socioeconomic inequality operate to sort students into, and create stratification among, colleges. We use an agent-based model to simulate a stylized version of this sorting processes in order to explore how factors related to family resources might influence college application choices and college enrollment. We include two types of “agents”—students and colleges—to simulate a two-way matching process that iterates through three stages: application, admission, and enrollment. Within this model, we examine how five mechanisms linking students’ socioeconomic background to college sorting might influence socioeconomic stratification between colleges including relationships between student resources and: achievement; the quality of information used in the college selection process; the number of applications students submit; how students value college quality; and the students’ ability to enhance their apparent caliber. We find that the resources-achievement relationship explains much of the student sorting by resources but that other factors also have non-trivial influences. Socioeconomic Inequality, College Sorting, College Admission, College Enrollment Agent-Based Simulation Models of the College Sorting Process",https://www.jasss.org/19/1/8.html
Interpreting School Choice Treatment Effects: Results and Implications from Computational Experiments,"Providing parents and students a choice to attend schools other than their assigned neighborhood school has been a leading theme in recent education reform. To evaluate the effects of such choice-based programs, researchers have taken advantage of the randomization that occurs in student assignment lotteries put in place to deal with oversubscription to popular schools and pilot programs. In this study, I used an agent-based model of the transition to school choice as platform for examining the sensitivity of school choice treatment effects from lottery-based studies to differences in student preferences and program participation rates across hypothetical study populations. I found that districts with higher participation rates had lower treatment effects, even when there were no differences in the distributions of school quality and student preferences between districts. This is because capacity constraints increasingly limited the amount of students who are able to attend the highest quality schools, causing the magnitude of the treatment effect to fall. I discuss the implications of this finding for interpreting the results of lottery-based studies involving choice schools. Public Policy, Education, School Choice, Causal Inference Interpreting School Choice Treatment Effects: Results and Implications from Computational Experiments",https://www.jasss.org/19/1/7.html
Review of Rethinking Environmental Justice in Sustainable Cities: Insights from Agent-Based Modeling (Routledge Studies in Public Administration and Environmental Sustainability),"Review of:Campbell, Heather E., Kim, Yushim and Eckerd, Adam M. (2015) Rethinking Environmental Justice in Sustainable Cities: Insights from Agent-Based Modeling (Routledge Studies in Public Administration and Environmental Sustainability). Routledge: London Book Review Review of Rethinking Environmental Justice in Sustainable Cities: Insights from Agent-Based Modeling (Routledge Studies in Public Administration and Environmental Sustainability)",http://jasss.soc.surrey.ac.uk/19/2/reviews/3.html
"SimDrink: An Agent-Based NetLogo Model of Young, Heavy Drinkers for Conducting Alcohol Policy Experiments","Aggression and other acute harms experienced in the night-time economy are topics of significant public health concern. Although policies to minimise these harms are frequently proposed, there is often little evidence available to support their effectiveness. In particular, indirect and displacement effects are rarely measured. This paper describes a proof-of-concept agent-based model ‘SimDrink’, built in NetLogo, which simulates a population of 18-25 year old heavy alcohol drinkers on a night out in Melbourne to provide a means for conducting policy experiments to inform policy decisions. The model includes demographic, setting and situational-behavioural heterogeneity and is able to capture any unintended consequences of policy changes. It consists of individuals and their friendship groups moving between private, public-commercial (e.g. nightclub) and public-niche (e.g. bar, pub) venues while tracking their alcohol consumption, spending and whether or not they experience consumption-related harms (i.e. drink too much), are involved in verbal violence, or have difficulty getting home. When compared to available literature, the model can reproduce current estimates for the prevalence of verbal violence experienced by this population on a single night out, and produce realistic values for the prevalence of consumption-related and transport-related harms. Outputs are robust to variations in underlying parameters. Further work with policy makers is required to identify several specific proposed harm reduction interventions that can be virtually implemented and compared. This will allow evidence based decisions to be made and will help to ensure any interventions have their intended effects. Agent Based Model, NetLogo, Alcohol, Night Time Economy, Heavy Drinking, SimDrink SimDrink: An Agent-Based NetLogo Model of Young, Heavy Drinkers for Conducting Alcohol Policy Experiments",https://www.jasss.org/19/1/10.html
MERCURY: an Agent-Based Model of Tableware Trade in the Roman East,"A large number of complex hypotheses exists that aim to explain aspects of the Roman economy, consisting of many explanatory factors that are argued to affect each other. Such complex hypotheses cannot be compared or tested through the traditional practice of qualitative argumentation and comparison with selected small sets of written and material sources alone. Moreover, these hypotheses often draw on different conceptual frameworks to abstract the same past phenomenon under study, hampering formal comparison. There is a need in the study of the Roman economy for more formal computational modelling for representing and comparing the many existing conceptual models, and for testing their ability to explain patterns observed in archaeological data where possible. This paper aims to address this need. It argues that communicating the potential contribution of computational modelling to scholars of the Roman economy should focus on providing theoretically well-founded arguments for the selection of the included and excluded variables, the conceptualisation used, and to address those elements of conceptual models that are at the forefront of scholarly debates. This approach is illustrated in this paper through MERCURY (Market Economy and Roman Ceramics Redistribution, after the Roman patron god of commerce), an agent-based model (ABM) of ceramic tableware trade in the Roman East. MERCURY presents a representation of two conflicting conceptual models of the degree of market integration in the Roman Empire, both of which serve as potential explanations for the empirically observed strong differences in the distribution patterns of tablewares. This paper illustrates how concepts derived from network science can be used to abstract both conceptual models, to implement these in an ABM and to formally compare them. The results of experiments with MERCURY suggest that limited degrees of market integration are unlikely to result in wide tableware distributions and strong differences between the tableware distributions. We conclude that in order for the discussion on the functioning of the Roman economy to progress, authors of conceptual models should (a) clearly define the concepts used and discuss exactly how these differ from the concepts used by others, (b) make explicit how these concepts can be represented as data, (c) describe the expected behaviour of the system using the defined concepts, (d) describe the expected data patterns resulting from this behaviour, and (d) define how (if at all) archaeological and historical sources can be used as reflections or proxies of these expected data patterns. Roman Economy, Network Science, Economics, Archaeology, Ceramics, History MERCURY: an Agent-Based Model of Tableware Trade in the Roman East",https://www.jasss.org/19/1/3.html
Simulating Trends in Artificial Influence Networks,"We present a study of the spreading of trends in artificial social influence networks using agent based models. We concentrate on basic properties of the agents which describe their individual attitudes towards a trend, as well as the influence which they exert in their social neighbourhood. Using a simple random network, we investigate the impact of network dynamicity, situations of opposing trends, and the disappearance of trends. A 'community' network is used to study the impact of group cohesiveness and connectors for the spreading of trends in social communities. ABM, Norms, Social Influence Simulating Trends in Artificial Influence Networks",https://www.jasss.org/19/1/2.html
Exploring Homeowners’ Insulation Activity,"Insulating existing buildings offers great potential for reducing greenhouse gas emissions and meeting Germany’s climate protection targets. Previous research suggests that, since homeowners’ decision-making processes are inadequately understood as yet, today’s incentives aiming at increasing insulation activity lead to unsatisfactory results. We developed an agent-based model to foster the understanding of homeowners’ decision-making processes regarding insulation and to explore how situational factors, such as the structural condition of houses and social interaction, influence their insulation activity. Simulation experiments allow us furthermore to study the influence of socio-spatial structures such as residential segregation and population density on the diffusion of renovation behavior among homeowners. Based on the insights gained, we derive recommendations for designing innovative policy instruments. We conclude that the success of particular policy instruments aiming at increasing homeowners’ insulation activity in a specific region depends on the socio-spatial structure at hand, and that reducing financial constraints only has a relatively low potential for increasing Germany’s insulation rate. Policy instruments should also target the fact that specific renovation occasions are used to undertake additional insulation activities, e.g. by incentivizing lenders and craftsmen to advise homeowners to have insulation installed. Spatial Agent Based Model, Decision Making Process, Homeowners, Thermal Insulation, Situational Factors, Social Interaction Exploring Homeowners’ Insulation Activity",https://www.jasss.org/19/1/4.html
A Data-Driven Approach for Agent-Based Modeling: Simulating the Dynamics of Family Formation,"In this paper, we propose a data-driven agent-based modeling approach that boosts the strength of agent-based models (ABM) in the dynamics of family formation. The proposed model analyzes the impact of socioeconomic factors on individual decisions about family formations. The key features of our model are the heterogeneous nature regarding agent’s age and socioeconomic factors: income and education. Based on these attributes, agents take decisions about acceptable partners and transition to family formation. One of our objectives is to fill the gap that exists between the methodologies of demography and agent-based social simulation. Making such a connection between these two approaches, this model attempts to incorporate empirical data into agent-based social simulation which enables us to analyze the transition of family formation effectively. Further, our simulated results depict the patterns of the hazards of family formation that are observed at micro-level dynamics and explains how marriage patterns change overtime. The proposed work gives a strong insight to strengthen the extent of demographic analysis through data-driven agent-based approach. Data Driven, Agent Based Model, Family Formation, Socioeeconomic Status A Data-Driven Approach for Agent-Based Modeling: Simulating the Dynamics of Family Formation",https://www.jasss.org/19/1/9.html
Long Term Impacts of Bank Behavior on Financial Stability. An Agent Based Modeling Approach,"This paper presents an agent-based model aiming to shed light on the potential destabilizing effects of bank behavior. Our work takes its motivation from the effects of the financial crisis which erupted in 2007 in the US. It draws on the Financial Instability Hypothesis by Hyman P. Minsky, and on the Agent Based macro modeling literature (Delli Gatti et al. 2010, Riccetti et. al 2013) to model a simplified economy in which heterogeneous banks and firms interact on game theoretic rules. Simulation results suggest that aggregate financial instability may emerge as the outcome of banks’ attempt to increase their profit or market share through their pricing strategies. A further finding from the model is the need for banks to take into account time consistency when issuing credit in order to protect the financial stability of the system. Agent Based Modeling, Credit Networks, Financial Stability Long Term Impacts of Bank Behavior on Financial Stability. An Agent Based Modeling Approach",https://www.jasss.org/19/1/11.html
An Energy Systems Modelling Tool for the Social Simulation Community,"The growing importance of links between the social and technical dimensions of the electricity infrastructure mean that many research problems cannot be effectively addressed without joint consideration of social and technical dynamics. This paper motivates the need for and introduces a tool to facilitate the development of linked social and technical models of electric power systems. The tool, called MatpowerConnect, enables the runtime linkage of Netlogo - an oft-used modelling platform in the social simulation domain - with Matpower - a common power flow simulation package in the power systems domain. MatpowerConnect opens up new modelling possibilities for social simulation researchers active in the study of electricity systems. It offers ease of use coupled with a high degree of realism with which electricity infrastructure functionality is captured. We describe the development and use of two demonstration models using MatpowerConnect. These models illustrate two types of problems and system scales that can be addressed. In the first model we explore the consequences of actors' adaptive strategies on the performance of a small-scale power system. In the second model we simulate the effects of different regulatory regimes on network investment in a supra-national electricity transmission system to explore the long-term consequences for network development and social welfare. In both cases, the extension enables capturing a critical functionality of electric power systems, while allowing model development efforts to focus on social simulation aspects. Resources for using the extension are provided in conjunction with this paper. Socio Technical Systems, Electricity Systems, Modelling Tools, Social Simulation, Netlogo, Matpower An Energy Systems Modelling Tool for the Social Simulation Community",https://www.jasss.org/19/1/1.html
Which Sensitivity Analysis Method Should I Use for My Agent-Based Model?,"Existing methodologies of sensitivity analysis may be insufficient for a proper analysis of Agent-based Models (ABMs). Most ABMs consist of multiple levels, contain various nonlinear interactions, and display emergent behaviour. This limits the information content that follows from the classical sensitivity analysis methodologies that link model output to model input. In this paper we evaluate the performance of three well-known methodologies for sensitivity analysis. The three methodologies are extended OAT (one-at-a-time), and proportional assigning of output variance by means of model fitting and by means of Sobol’ decomposition. The methodologies are applied to a case study of limited complexity consisting of free-roaming and procreating agents that make harvest decisions with regard to a diffusing renewable resource. We find that each methodology has its own merits and exposes useful information, yet none of them provide a complete picture of model behaviour. We recommend extended OAT as the starting point for sensitivity analysis of an ABM, for its use in uncovering the mechanisms and patterns that the ABM produces. Sensitivity Analysis, Emergent Properties, Harvest Decision Model, Variance Decomposition Which Sensitivity Analysis Method Should I Use for My Agent-Based Model?",https://www.jasss.org/19/1/5.html
Hybrid Agent Modeling in Population Simulation: Current Approaches and Future Directions,"Agent based population is fundamental to the micro-simulation of various dynamic urban eco- and social systems. This paper surveys the basic theories and methods of hybrid agent modeling in population simulation emerged recent years. We first introduce the framework of this hybrid agent based population generation. The current approaches of initial database synthesis including sample based and sample free methods are then discussed in detail, followed by a brief comparison of these methods. In addition, the major types and characteristics of agent models and their applications are also reviewed. Finally, we conclude by outlining the future directions of population research using agent technology Agent Modeling, Population Synthesis, Survey Hybrid Agent Modeling in Population Simulation: Current Approaches and Future Directions",https://www.jasss.org/19/1/12.html
Review of Social Physics: How Good Ideas Spread--the Lessons from a New Science,"Review of:Pentland, Alex (2014) Social Physics: How Good Ideas Spread--the Lessons from a New Science. Penguin: London Book Review Review of Social Physics: How Good Ideas Spread--the Lessons from a New Science",http://jasss.soc.surrey.ac.uk/19/1/reviews/2.html
Modelling Research Policy: Ex-Ante Evaluation of Complex Policy Instruments,"This paper presents the agent-based model INFSO-SKIN, which provides ex-ante evaluation of possible funding policies in Horizon 2020 for the European Commission’s DG Information Society and Media (DG INFSO). Informed by a large dataset recording the details of funded projects, the simulation model is set up to reproduce and assess the funding strategies, the funded organisations and projects, and the resulting network structures of the Commission’s Framework 7 (FP7) programme. To address the evaluative questions of DG INFSO, this model, extrapolated into the future without any policy changes, is taken as an evidence-based benchmark for further experiments. Against this baseline scenario the following example policy changes are tested: (i) What if there were changes to the thematic scope of the programme? (ii) What if there were changes to the instruments of funding? (iii) What if there were changes to the overall amount of programme funding? (iv) What if there were changes to increase Small and Medium Enterprise (SME) participation? The results of these simulation experiments reveal some likely scenarios as policy options for Horizon 2020. The paper thus demonstrates that realistic modelling with a close data-to-model link can directly provide policy advice. Research Networks, Policy Modelling, Simulation Laboratory, EU Research Landscape Modelling Research Policy: Ex-Ante Evaluation of Complex Policy Instruments",https://www.jasss.org/18/4/5.html
Review of Modeling and Simulation of Complex Systems: A Framework for Efficient Agent-Based Modeling and Simulation,"Review of:Siegfried, Robert (2014) Modeling and Simulation of Complex Systems: A Framework for Efficient Agent-Based Modeling and Simulation. Springer-Verlag: Berlin Book Review Review of Modeling and Simulation of Complex Systems: A Framework for Efficient Agent-Based Modeling and Simulation",http://jasss.soc.surrey.ac.uk/19/1/reviews/1.html
Review of Agent-Based and Individual-Based Modeling: A Practical Introduction,"Review of:Railsback, Steven F. and Grimm, Volker (2011) Agent-Based and Individual-Based Modeling: A Practical Introduction. Princeton University Press: Princeton, NJ Book Review Review of Agent-Based and Individual-Based Modeling: A Practical Introduction",http://jasss.soc.surrey.ac.uk/19/1/reviews/3.html
Transitions Between Homophilic and Heterophilic Modes of Cooperation,"Cooperation is ubiquitous in biological and social systems. Previous studies revealed that a preference toward similar appearance promotes cooperation, a phenomenon called tag-mediated cooperation or communitarian cooperation. This effect is enhanced when a spatial structure is incorporated, because space allows agents sharing an identical tag to regroup to form locally cooperative clusters. In spatially distributed settings, one can also consider migration of organisms, which has a potential to further promote evolution of cooperation by facilitating spatial clustering. However, it has not yet been considered in spatial tag-mediated cooperation models. Here we show, using computer simulations of a spatial model of evolutionary games with organismal migration, that tag-based segregation and homophilic cooperation arise for a wide range of parameters. In the meantime, our results also show another evolutionarily stable outcome, where a high level of heterophilic cooperation is maintained in spatially well-mixed patterns. We found that these two different forms of tag-mediated cooperation appear alternately as the parameter for temptation to defect is increased. Evolution of Cooperation, Tag, Spatial Structure, Migration, Segregation Transitions Between Homophilic and Heterophilic Modes of Cooperation",https://www.jasss.org/18/4/3.html
High Standards Enhance Inequality in Idealized Labor Markets,"We built a simple model of an idealized labor market, in which there is no objective difference in average quality between groups and hiring decisions are not biased in favor of any particular group. Our results show that inequality in employment emerges necessarily also in such idealized situations due to the limited supply of high quality individuals and asymmetric information. Inequalities are exacerbated when employers have high standards and keep only the best workers in house. We found that ambitious workers get higher quality jobs even if ambition does not correlate or even negatively correlates with internal quality. Our findings help to corroborate empirical findings on higher employment discrepancies in high rather than low status jobs. Discrimination, Labor Market Mismatch, Dual Matching, Aspirations, Sampling Bias High Standards Enhance Inequality in Idealized Labor Markets",https://www.jasss.org/18/4/2.html
"""Anarchy"" Reigns: A Quantitative Analysis of Agent-Based Modelling Publication Practices in JASSS, 2001-2012","Agent Based Modelling (ABM), a promising scientific toolset, has received criticism from some, in part, due to a claimed lack of scientific rigour, especially in the communication of its methods and results. To test the veracity of these claims, we conduct a structured analysis of over 900 scientific objects (figures, tables, or equations) that arose from 128 ABM papers published in the Journal of Artificial Societies and Social Simulation (JASSS), during the period 2001 to 2012 inclusive. Regrettably, we find considerable evidence in support of the detractors of ABM as a scientific enterprise: elementary plotting attributes are left off more often than not; basic information such as the number of replicates or the basis behind a particular statistic are not included; and few, if any, established methodological communication standards are apparent. In short, 'anarchy reigns'. Whilst the study was confined only to ABM papers of JASSS, we conclude that if the ABM community wishes its approach to be accepted further afield, authors, reviewers, and editors should take the results of our work as a wake-up call. Agent Based Modelling, Social Sciences, Simulation, Publishing ""Anarchy"" Reigns: A Quantitative Analysis of Agent-Based Modelling Publication Practices in JASSS, 2001-2012",https://www.jasss.org/18/4/16.html
The Complexities of Agent-Based Modeling Output Analysis,"The proliferation of agent-based models (ABMs) in recent decades has motivated model practitioners to improve the transparency, replicability, and trust in results derived from ABMs. The complexity of ABMs has risen in stride with advances in computing power and resources, resulting in larger models with complex interactions and learning and whose outputs are often high-dimensional and require sophisticated analytical approaches. Similarly, the increasing use of data and dynamics in ABMs has further enhanced the complexity of their outputs. In this article, we offer an overview of the state-of-the-art approaches in analyzing and reporting ABM outputs highlighting challenges and outstanding issues. In particular, we examine issues surrounding variance stability (in connection with determination of appropriate number of runs and hypothesis testing), sensitivity analysis, spatio-temporal analysis, visualization, and effective communication of all these to non-technical audiences, such as various stakeholders. Agent Based Modeling, Methodologies, Statistical Test, Sensitivity Analysis, Spatio Temporal Heterogeneity, Visualization The Complexities of Agent-Based Modeling Output Analysis",https://www.jasss.org/18/4/4.html
Combining Segregation and Integration: Schelling Model Dynamics for Heterogeneous Population,"The Schelling model is a simple agent-based model that demonstrates how individuals’ relocation decisions can generate residential segregation in cities. Agents belong to one of two groups and occupy cells of rectangular space. Agents react to the fraction of agents of their own group within the neighborhood around their cell. Agents stay put when this fraction is above a given tolerance threshold but seek a new location if the fraction is below the threshold. The model is well-known for its tipping point behavior: an initially random (integrated) pattern remains integrated when the tolerance threshold is below 1/3 but becomes segregated when the tolerance threshold is above 1/3. In this paper, we demonstrate that the variety of the Schelling model’s steady patterns is richer than the segregation–integration dichotomy and contains patterns that consist of segregated patches of each of the two groups, alongside areas where both groups are spatially integrated. We obtain such patterns by considering a general version of the model in which the mechanisms of the agents' interactions remain the same, but the tolerance threshold varies between the agents of both groups. We show that the model produces patterns of mixed integration and segregation when the tolerance threshold of an essential fraction of agents is either low, below 1/5, or high, above 2/3. The emerging mixed patterns are relatively insensitive to the model’s other parameters. Schelling Model, Ethnic Segregation, Residential Dynamics, Heterogeneous Agents Combining Segregation and Integration: Schelling Model Dynamics for Heterogeneous Population",https://www.jasss.org/18/4/15.html
"Degrees of Separation, Social Learning, and the Evolution of Cooperation in a Small-World Network","We analyze a novel agent-based model of a social network in which agents make contributions to others conditional upon the social distance, which we measure in terms of the “degrees of separation” between the two players. On the basis of a simple imitation model, the emerging strategy profile is characterized by high levels of cooperation with those who are directly connected to the agent and lower but positive levels of cooperation with those who are indirectly connected to the agent. Increasing maximum interaction distance decreases cooperation with close neighbors but increases cooperation with distant neighbors for a net negative effect. On the other hand, allowing agents to learn and imitate socially distant neighbors increases cooperation for all types of interaction. Combining greater interaction distance with greater learning distance leads to a positive change in the total social welfare produced by the agents’ contributions. Cooperation, Social Networks, Small World, Modern Society, Simulation, Agent Based Degrees of Separation, Social Learning, and the Evolution of Cooperation in a Small-World Network",https://www.jasss.org/18/4/12.html
Pathways to Truth: Comparing Different Upscaling Options for an Agent-Based Sector Model,"Simulation results can be highly sensitive to the way agents are upscaled to a larger organizational and spatial level. This paper tests an ex-post validation method for forecasting models by using old base years and forecasting into recent years for which observed data is already available. Our case in point is a comparison between different upscaling methods in the agent-based agricultural sector model SWISSland. It is shown that individual-farm extrapolation factors strongly enhance alignment with the total population in the base year. However, they may cause inconsistencies in those agent-based models in which relations between the farms are an important part. Therefore, an adjustment of the sample by making almost no use of some farms whilst making highly disproportionate use of others turned out to be the most suitable method for the SWISSland model. Agent Based Model, Agriculture, FADN, Extrapolation Pathways to Truth: Comparing Different Upscaling Options for an Agent-Based Sector Model",https://www.jasss.org/18/4/11.html
Emergence and Collapse of the Norm of Resource Sharing Around Locally Abundant Resources,"How do individuals resolve conflicts over resources? One way is to share resources, which is possible between known individuals, with the use of sanctions on free riders or by partner selection. Another way is for anonymous individuals to respect the finders' ownership of resources based on asymmetry and avoid conflicts over resources. This study elucidates the conditions under which anonymous individuals share resources with each other irrespective of their asymmetry with regard to resources. High resource values inhibit anonymous individuals from sharing resources; however, small cumulative values and local distributions let anonymous individuals share the resources. Punishment of the richest individuals also supports resource sharing. These conditions may represent resource sharing among anonymous individuals in periods of great disasters and may be the origin of the practice of exchange in prehistoric times. Agent Based Model, Resources, Norms, Hawk Dove Bourgeois Game Emergence and Collapse of the Norm of Resource Sharing Around Locally Abundant Resources",https://www.jasss.org/18/4/7.html
Predicting Self-Initiated Preventive Behavior Against Epidemics with an Agent-Based Relative Agreement Model,"Human self-initiated behavior against epidemics is recognized to have significant impacts on disease spread. A few epistemic models have incorporated self-initiated behavior, and most of them are based on a classic population-based approach, which assumes a homogeneous population and a perfect mixing pattern, thus failing to capture heterogeneity among individuals, such as their responsive behavior to diseases. This article proposes an agent-based model that combines epidemic simulation with a relative agreement model for individual self-initiated behavior. This model explicitly represents discrete individuals, their contact structure, and most importantly, their progressive decision making processes, thus characterizing individualized response to disease risks. The model simulation and sensitivity analysis show the existence of critical points (threshold values) in the model parameter space to control influenza epidemic including minimum values for the initially positive population size, the communication rate, and the attitude uncertainty. These threshold effects shed insights on preventive strategy design to deal with the current circumstances that new vaccines are often insufficient to combat emerging communicable diseases. Self Initiated Behavior, Infectious Diseases, Agent Based Modeling, Relative Agreement Rules, Social Network Predicting Self-Initiated Preventive Behavior Against Epidemics with an Agent-Based Relative Agreement Model",https://www.jasss.org/18/4/6.html
Fuzzy Logic for Social Simulation Using NetLogo,"Fuzzy Logic is a framework particularly useful to formalise and deal with imprecise concepts and statements expressed in natural language. This paper has three related aims. First, it aims to provide a short introduction to the basics of Fuzzy Logic within the context of social simulation. Secondly, it presents a well-documented NetLogo extension that facilitates the use of Fuzzy Logic within NetLogo. Finally, by providing a concrete example, it shows how researchers can use the Fuzzy Logic extension to build agent-based models in which individual agents hold their own fuzzy concepts and use their own fuzzy rules, which may also change over time. We argue that Fuzzy Logic and the tools provided here can be useful in Social Simulation in different ways. For example, they can assist in the process of analysing the robustness of a certain social theory expressed in natural language to different specifications of the imprecise concepts that the theory may contain (such as e.g. “wealthy”, “poor” or “disadvantaged”). They can also facilitate the exploration of the effect that heterogeneity in concept interpretations may have in a society (i.e. the significance of the fact that different people may have different interpretations of the same concept). Thus, this paper and the tools included in it can make the endeavour of translating social theories into computer programs easier and also more rigorous. Fuzzy Logic, NetLogo, Social Simulation, Agent Based Modeling, Mamdani Inference, IF THEN Rule Fuzzy Logic for Social Simulation Using NetLogo",https://www.jasss.org/18/4/1.html
Modeling Pre-European Contact Coast Salish Seasonal Social Networks and Their Impacts on Unbiased Cultural Transmission,"Understanding the relationships between seasonal social networks and diversity in artifact styles, is crucial for examining the production and reproduction of knowledge among complex foraging societies such as those of the Pacific Northwest Coast. This agent-based model examines the impact of seasonal aggregation, dispersion, and learning opportunities on the richness and evenness of artifact styles under random social learning (unbiased transmission). The results of these simulations suggest that the relationship between learning opportunities and innovation rate has more impact on artifact style richness and evenness than seasonal social networks. Seasonal aggregation does appear to result in a higher amount of one-off rare variants, but this effect is not statistically significant. Overall, the restriction of learning opportunities appears more crucial in patterning cultural diversity among complex foragers than the potential impacts from individuals drawing on different seasonal social networks. Cultural Transmission, Seasonal Mobility, Complex Foragers, Agent Based Modeling, Social Networks, Cultural Drift Modeling Pre-European Contact Coast Salish Seasonal Social Networks and Their Impacts on Unbiased Cultural Transmission",https://www.jasss.org/18/4/8.html
